Month,AustralianPort,ForeignPort,Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Passengers_Total,Freight_Total_(tonnes),Mail_Total_(tonnes),Year,Month_num
Mar-87,Perth,Auckland,New Zealand,2897,51.599,0,2460,76.599,0.203,5357,128.198,0.203,1987,3
Mar-87,Perth,Bahrain,Bahrain,22,0,0,20,15.947,0.085,42,15.947,0.085,1987,3
Mar-87,Perth,Bangkok,Thailand,808,10.213,0,1077,29.62,0,1885,39.833,0,1987,3
Mar-87,Perth,Belgrade,Yugoslavia,100,0,0,73,0,0,173,0,0,1987,3
Mar-87,Perth,Bombay,India,95,0.7,0,86,0,0,181,0.7,0,1987,3
Mar-87,Perth,Christchurch,New Zealand,0,0,0,359,7.3,0,359,7.3,0,1987,3
Mar-87,Perth,Denpasar,Indonesia,3117,17.546,0,3232,49.493,0.056,6349,67.039,0.056,1987,3
Mar-87,Perth,Dubai,United Arab Emirates,9,0,0,20,7.1,0,29,7.1,0,1987,3
Mar-87,Perth,Frankfurt,Germany,163,0,0,191,0.138,0.201,354,0.138,0.201,1987,3
Mar-87,Perth,Harare,Zimbabwe,377,3.764,0.014,268,8.179,0.312,645,11.943,0.326,1987,3
Mar-87,Perth,Hong Kong,Hong Kong,1772,31.111,0,2423,99.305,0.03,4195,130.416,0.03,1987,3
Mar-87,Perth,Honolulu,USA,56,0,0,57,0,0.004,113,0,0.004,1987,3
Mar-87,Perth,Jakarta,Indonesia,345,23.824,0,269,43.858,0,614,67.682,0,1987,3
Mar-87,Perth,Johannesburg,South Africa,251,1.003,0,212,10.209,0,463,11.212,0,1987,3
Mar-87,Perth,Kuala Lumpur,Malaysia,2480,101.116,1.247,3258,161.894,0.171,5738,263.01,1.418,1987,3
Mar-87,Perth,London,UK,3132,17.581,0.137,3242,40.907,7.983,6374,58.488,8.12,1987,3
Mar-87,Perth,Los Angeles,USA,88,0,0,0,0,0,88,0,0,1987,3
Mar-87,Perth,Manchester,UK,258,0,0,199,0,0,457,0,0,1987,3
Mar-87,Perth,Mauritius,Mauritius,54,0.507,0,49,0.155,0,103,0.662,0,1987,3
Mar-87,Perth,Muscat,Oman,9,0,0,19,0.2,0,28,0.2,0,1987,3
Mar-87,Perth,Rome,Italy,118,0.043,0,247,0.001,0,365,0.044,0,1987,3
Mar-87,Perth,San Francisco,USA,74,0,0,170,0,3.018,244,0,3.018,1987,3
Mar-87,Perth,Singapore,Singapore,8276,138.739,1.156,9182,725.231,1.756,17458,863.97,2.912,1987,3
Mar-87,Perth,Tokyo,Japan,699,4.389,0,694,19.198,0.502,1393,23.587,0.502,1987,3
Mar-87,Port Hedland,Denpasar,Indonesia,133,0.002,0,153,0,0,286,0.002,0,1987,3
Mar-87,Port Hedland,Jakarta,Indonesia,0,0,0,18,0,0,18,0,0,1987,3
Mar-87,Sydney,Abu Dhabi,United Arab Emirates,86,0.3,0,40,103.7,0,126,104,0,1987,3
Mar-87,Sydney,Amsterdam,Netherlands,510,25.822,0.026,721,4.436,0.909,1231,30.258,0.935,1987,3
Mar-87,Sydney,Apia,Western Samoa,149,0.341,0,130,1.802,0,279,2.143,0,1987,3
Mar-87,Sydney,Athens,Greece,1089,20.828,0.51,1819,8.393,1.672,2908,29.221,2.182,1987,3
Mar-87,Sydney,Auckland,New Zealand,27703,1044.909,7.511,28400,1348.477,35.869,56103,2393.386,43.38,1987,3
Mar-87,Sydney,Bahrain,Bahrain,165,1.722,0.422,90,35.884,1.217,255,37.606,1.639,1987,3
Mar-87,Sydney,Bangkok,Thailand,3692,141.268,1.156,3977,124.622,0.558,7669,265.89,1.714,1987,3
Mar-87,Sydney,Beijing,China,1034,21.229,0.025,1148,15.17,0.06,2182,36.399,0.085,1987,3
Mar-87,Sydney,Belgrade,Yugoslavia,1197,54.38,1.052,1356,6.723,0.236,2553,61.103,1.288,1987,3
Mar-87,Sydney,Bombay,India,1123,55.688,0,1131,39.628,1.061,2254,95.316,1.061,1987,3
Mar-87,Sydney,Christchurch,New Zealand,10065,420.789,1.965,7960,183.572,2.53,18025,604.361,4.495,1987,3
Mar-87,Sydney,Colombo,Sri Lanka,124,0.035,0,91,0.463,0,215,0.498,0,1987,3
Mar-87,Sydney,Denpasar,Indonesia,3158,53.624,0,3450,1.263,0.348,6608,54.887,0.348,1987,3
Mar-87,Sydney,Dubai,United Arab Emirates,147,0.906,0,73,127.639,0,220,128.545,0,1987,3
Mar-87,Sydney,Frankfurt,Germany,1438,209.329,5.58,1831,192.303,12.055,3269,401.632,17.635,1987,3
Mar-87,Sydney,Harare,Zimbabwe,477,20.008,0.174,367,7.676,0.607,844,27.684,0.781,1987,3
Mar-87,Sydney,Hong Kong,Hong Kong,9336,352.899,0.421,10227,807.7,7.377,19563,1160.599,7.798,1987,3
Mar-87,Sydney,Honolulu,USA,5346,77.469,0,7577,348.392,0.789,12923,425.861,0.789,1987,3
Mar-87,Sydney,Jakarta,Indonesia,2232,107.578,0.673,2124,248.533,0.485,4356,356.111,1.158,1987,3
Mar-87,Sydney,Johannesburg,South Africa,539,19.036,0,576,20.84,0,1115,39.876,0,1987,3
Mar-87,Sydney,Kuala Lumpur,Malaysia,2673,70.922,3.459,2984,246.023,1.066,5657,316.945,4.525,1987,3
Mar-87,Sydney,London,UK,5419,440.464,1.823,7489,195.077,31.002,12908,635.541,32.825,1987,3
Mar-87,Sydney,Los Angeles,USA,6282,875.681,0,9654,439.472,0,15936,1315.153,0,1987,3
Mar-87,Sydney,Manchester,UK,527,0.158,1.203,433,0.561,0.413,960,0.719,1.616,1987,3
Mar-87,Sydney,Manila,Philippines,3474,116.022,0.312,2599,132.472,1.071,6073,248.494,1.383,1987,3
Mar-87,Sydney,Mauritius,Mauritius,93,4.957,0,53,0.642,0,146,5.599,0,1987,3
Mar-87,Sydney,Muscat,Oman,100,1.6,0,39,33.7,0,139,35.3,0,1987,3
Mar-87,Sydney,Nadi,Fiji,4185,49.338,0,5760,257.34,0,9945,306.678,0,1987,3
Mar-87,Sydney,Nauru,Nauru,34,0.044,0,44,0.817,0,78,0.861,0,1987,3
Mar-87,Sydney,New York,USA,243,42.658,0,289,15.889,0,532,58.547,0,1987,3
Mar-87,Sydney,Noumea,New Caledonia,1183,14.232,0.178,1693,91.133,0.564,2876,105.365,0.742,1987,3
Mar-87,Sydney,Papeete,Tahiti,1478,7.738,0.161,1456,141.756,1.175,2934,149.494,1.336,1987,3
Mar-87,Sydney,Paris,France,330,2.529,0,457,54.109,0,787,56.638,0,1987,3
Mar-87,Sydney,Port Moresby,Papua New Guinea,1750,34.02,3.526,1941,122.394,19.619,3691,156.414,23.145,1987,3
Mar-87,Sydney,Port Vila,Vanuatu,138,1.124,0.069,173,6.381,0.073,311,7.505,0.142,1987,3
Mar-87,Sydney,Rarotonga,Cook Islands,230,1.893,0,292,2.313,0,522,4.206,0,1987,3
Mar-87,Sydney,Rome,Italy,998,96.867,2.112,1700,31.327,2.144,2698,128.194,4.256,1987,3
Mar-87,Sydney,San Francisco,USA,2755,247.635,0,3446,380.259,31.631,6201,627.894,31.631,1987,3
Mar-87,Sydney,Singapore,Singapore,12804,542.672,3.716,14031,1225.556,5.208,26835,1768.228,8.924,1987,3
Mar-87,Sydney,Tokyo,Japan,9975,604.001,17.907,13582,903.872,11.149,23557,1507.873,29.056,1987,3
Mar-87,Sydney,Toronto,Canada,352,34.31,0,487,36.217,0,839,70.527,0,1987,3
Mar-87,Sydney,Vancouver,Canada,612,33.739,0,709,28.033,1.412,1321,61.772,1.412,1987,3
Mar-87,Sydney,Wellington,New Zealand,5238,171.65,1.736,4857,215.581,6.594,10095,387.231,8.33,1987,3
Mar-87,Townsville,Auckland,New Zealand,353,6.032,0,252,0.123,0,605,6.155,0,1987,3
Mar-87,Townsville,Bahrain,Bahrain,2,0,0,4,0,0,6,0,0,1987,3
Mar-87,Townsville,Bangkok,Thailand,0,0,0,6,0,0,6,0,0,1987,3
Mar-87,Townsville,Belgrade,Yugoslavia,5,0,0,11,0,0,16,0,0,1987,3
Mar-87,Townsville,Frankfurt,Germany,0,0,0,38,0,0,38,0,0,1987,3
Mar-87,Townsville,London,UK,87,0,0,118,1.607,0,205,1.607,0,1987,3
Mar-87,Townsville,Manchester,UK,21,0,0,3,0,0,24,0,0,1987,3
Mar-87,Townsville,Rome,Italy,25,0,0,76,0,0,101,0,0,1987,3
Mar-87,Townsville,Singapore,Singapore,433,0.922,0,462,0.315,0,895,1.237,0,1987,3
Apr-87,Adelaide,Amsterdam,Netherlands,43,0,0,0,0,0,43,0,0,1987,4
Apr-87,Adelaide,Athens,Greece,3,0,0,67,0.05,0,70,0.05,0,1987,4
Apr-87,Adelaide,Auckland,New Zealand,1208,20.293,0.173,1033,54.634,1.641,2241,74.927,1.814,1987,4
Apr-87,Adelaide,Bahrain,Bahrain,5,0,0,14,0.06,0.034,19,0.06,0.034,1987,4
Apr-87,Adelaide,Bangkok,Thailand,10,0,0,7,0,0,17,0,0,1987,4
Apr-87,Adelaide,Belgrade,Yugoslavia,0,0,0,6,0,0,6,0,0,1987,4
Apr-87,Adelaide,Frankfurt,Germany,112,0,0,121,0,0,233,0,0,1987,4
Apr-87,Adelaide,Honolulu,USA,39,0,0,43,0,0,82,0,0,1987,4
Apr-87,Adelaide,London,UK,814,2.819,0,1414,35.149,3.972,2228,37.968,3.972,1987,4
Apr-87,Adelaide,Los Angeles,USA,24,0,0,0,0,0,24,0,0,1987,4
Apr-87,Adelaide,Manchester,UK,0,0,0,134,0,0,134,0,0,1987,4
Apr-87,Adelaide,Muscat,Oman,6,0.1,0,18,0,0,24,0.1,0,1987,4
Apr-87,Adelaide,Rome,Italy,2,0,0,134,0.256,0,136,0.256,0,1987,4
Apr-87,Adelaide,San Francisco,USA,32,0,0,52,0,0,84,0,0,1987,4
Apr-87,Adelaide,Singapore,Singapore,2618,76.868,0,3101,291.364,0.444,5719,368.232,0.444,1987,4
Apr-87,Adelaide,Tokyo,Japan,0,0,0,12,0,0,12,0,0,1987,4
Apr-87,Brisbane,Abu Dhabi,United Arab Emirates,4,0,0,8,0,0,12,0,0,1987,4
Apr-87,Brisbane,Amsterdam,Netherlands,34,0,0,48,0,0,82,0,0,1987,4
Apr-87,Brisbane,Athens,Greece,20,0,0,56,0,0,76,0,0,1987,4
Apr-87,Brisbane,Auckland,New Zealand,7966,98.633,2.846,7005,160.256,8.845,14971,258.889,11.691,1987,4
Apr-87,Brisbane,Bahrain,Bahrain,13,0,0,18,2.678,0,31,2.678,0,1987,4
Apr-87,Brisbane,Bangkok,Thailand,336,1.79,0,472,15.496,0,808,17.286,0,1987,4
Apr-87,Brisbane,Bombay,India,9,0,0,1,0,0,10,0,0,1987,4
Apr-87,Brisbane,Christchurch,New Zealand,3082,77.053,0.157,2348,59.631,0,5430,136.684,0.157,1987,4
Apr-87,Brisbane,Frankfurt,Germany,65,0,0,233,0,0,298,0,0,1987,4
Apr-87,Brisbane,Hong Kong,Hong Kong,1831,20.661,0,1750,57.159,1.349,3581,77.82,1.349,1987,4
Apr-87,Brisbane,Honiara,Solomon Islands,677,2.227,0,714,15.334,0,1391,17.561,0,1987,4
Apr-87,Brisbane,Honolulu,USA,166,0.907,0,204,13.969,0,370,14.876,0,1987,4
Apr-87,Brisbane,Jakarta,Indonesia,0,0,0,1,0,0,1,0,0,1987,4
Apr-87,Brisbane,London,UK,1199,13.071,0.03,1768,5.213,5.251,2967,18.284,5.281,1987,4
Apr-87,Brisbane,Los Angeles,USA,380,0.873,0,332,0,0,712,0.873,0,1987,4
Apr-87,Brisbane,Manchester,UK,116,0,0,105,0.185,0,221,0.185,0,1987,4
Apr-87,Brisbane,Manila,Philippines,950,14.191,0,1241,20.918,0.072,2191,35.109,0.072,1987,4
Apr-87,Brisbane,Nadi,Fiji,483,4.17,0,561,14.729,0,1044,18.899,0,1987,4
Apr-87,Brisbane,Noumea,New Caledonia,195,0.435,0,211,1.271,0,406,1.706,0,1987,4
Apr-87,Brisbane,Papeete,Tahiti,0,0,0,11,0,0,11,0,0,1987,4
Apr-87,Brisbane,Port Moresby,Papua New Guinea,1586,10.683,0.714,1893,65.053,2.481,3479,75.736,3.195,1987,4
Apr-87,Brisbane,Port Vila,Vanuatu,119,0.185,0.081,172,5.924,0.101,291,6.109,0.182,1987,4
Apr-87,Brisbane,Rome,Italy,54,0,0,38,0,0,92,0,0,1987,4
Apr-87,Brisbane,San Francisco,USA,190,0.002,0,217,0,2.178,407,0.002,2.178,1987,4
Apr-87,Brisbane,Singapore,Singapore,3090,114.245,0,3242,226.732,0.531,6332,340.977,0.531,1987,4
Apr-87,Brisbane,Suva,Fiji,51,0.115,0,68,1.511,0,119,1.626,0,1987,4
Apr-87,Brisbane,Tokyo,Japan,1511,9.477,0,883,51.564,1.842,2394,61.041,1.842,1987,4
Apr-87,Brisbane,Vancouver,Canada,112,0.066,0,164,0.032,0.564,276,0.098,0.564,1987,4
Apr-87,Brisbane,Wellington,New Zealand,1881,12.54,0.072,1370,30.273,0.545,3251,42.813,0.617,1987,4
Apr-87,Cairns,Athens,Greece,1,0,0,10,0,0,11,0,0,1987,4
Apr-87,Cairns,Auckland,New Zealand,778,6.491,0,733,3.688,0.011,1511,10.179,0.011,1987,4
Apr-87,Cairns,Bahrain,Bahrain,2,0,0,2,0,0,4,0,0,1987,4
Apr-87,Cairns,Belgrade,Yugoslavia,0,0,0,2,0,0,2,0,0,1987,4
Apr-87,Cairns,Hong Kong,Hong Kong,0,0,0,8,0,0,8,0,0,1987,4
Apr-87,Cairns,Honolulu,USA,531,0.361,0,553,6.262,0,1084,6.623,0,1987,4
Apr-87,Cairns,London,UK,49,0,0,70,0,0,119,0,0,1987,4
Apr-87,Cairns,Los Angeles,USA,790,0.007,0,412,0,0,1202,0.007,0,1987,4
Apr-87,Cairns,Manchester,UK,7,0,0,12,0,0,19,0,0,1987,4
Apr-87,Cairns,Manila,Philippines,0,0,0,1,0,0,1,0,0,1987,4
Apr-87,Cairns,Port Moresby,Papua New Guinea,1362,2.06,0,1259,61.942,0,2621,64.002,0,1987,4
Apr-87,Cairns,Rome,Italy,24,0,0,61,0,0,85,0,0,1987,4
Apr-87,Cairns,San Francisco,USA,1136,0,0,424,0,0,1560,0,0,1987,4
Apr-87,Cairns,Singapore,Singapore,297,0.828,0,461,3.117,0,758,3.945,0,1987,4
Apr-87,Cairns,Tokyo,Japan,319,0.147,0,258,7.284,0,577,7.431,0,1987,4
Apr-87,Cairns,Vancouver,Canada,110,0.175,0,251,0.302,0,361,0.477,0,1987,4
Apr-87,Darwin,Athens,Greece,38,0,0,30,0,0,68,0,0,1987,4
Apr-87,Darwin,Auckland,New Zealand,87,1.056,0,111,1.308,0.081,198,2.364,0.081,1987,4
Apr-87,Darwin,Bahrain,Bahrain,0,0,0,1,0.032,0,1,0.032,0,1987,4
Apr-87,Darwin,Bandar Seri Begawan,Brunei,351,0.055,0,315,6.289,0,666,6.344,0,1987,4
Apr-87,Darwin,Bangkok,Thailand,9,0,0,9,0,0,18,0,0,1987,4
Apr-87,Darwin,Belgrade,Yugoslavia,0,0,0,4,0,0,4,0,0,1987,4
Apr-87,Darwin,Denpasar,Indonesia,664,0.917,0,693,0.03,0,1357,0.947,0,1987,4
Apr-87,Darwin,Frankfurt,Germany,10,0,0,49,0,0,59,0,0,1987,4
Apr-87,Darwin,Jakarta,Indonesia,0,0.578,0,68,0,0,68,0.578,0,1987,4
Apr-87,Darwin,Kupang,Indonesia,229,0.03,0,317,0.033,0,546,0.063,0,1987,4
Apr-87,Darwin,London,UK,86,0.195,0,99,0.001,0.171,185,0.196,0.171,1987,4
Apr-87,Darwin,Manchester,UK,4,0,0,6,0,0,10,0,0,1987,4
Apr-87,Darwin,Rome,Italy,8,0,0,10,0,0,18,0,0,1987,4
Apr-87,Darwin,Singapore,Singapore,798,11.892,0,755,1.598,0.081,1553,13.49,0.081,1987,4
Apr-87,Hobart,Auckland,New Zealand,289,13.236,0.028,261,7.974,0,550,21.21,0.028,1987,4
Apr-87,Hobart,Christchurch,New Zealand,425,3.173,0,368,0.037,0,793,3.21,0,1987,4
Apr-87,Melbourne,Abu Dhabi,United Arab Emirates,29,0,0,22,101.786,0,51,101.786,0,1987,4
Apr-87,Melbourne,Amsterdam,Netherlands,326,11.25,0.005,698,12.346,0.962,1024,23.596,0.967,1987,4
Apr-87,Melbourne,Athens,Greece,828,18.433,0,1948,8.373,1.648,2776,26.806,1.648,1987,4
Apr-87,Melbourne,Auckland,New Zealand,7748,327.395,1.87,6919,540.004,8.588,14667,867.399,10.458,1987,4
Apr-87,Melbourne,Bahrain,Bahrain,47,0.006,0.001,33,114.074,1.544,80,114.08,1.545,1987,4
Apr-87,Melbourne,Bangkok,Thailand,2070,101.219,0.199,2716,180.349,0.322,4786,281.568,0.521,1987,4
Apr-87,Melbourne,Belgrade,Yugoslavia,601,51.824,0,1097,2.661,0,1698,54.485,0,1987,4
Apr-87,Melbourne,Bombay,India,189,9.966,0,160,3.173,0.44,349,13.139,0.44,1987,4
Apr-87,Melbourne,Christchurch,New Zealand,4678,115.106,0.56,4490,232.234,2.45,9168,347.34,3.01,1987,4
Apr-87,Melbourne,Colombo,Sri Lanka,145,0.396,0,100,0.424,0,245,0.82,0,1987,4
Apr-87,Melbourne,Denpasar,Indonesia,3078,7.274,0,2807,1.188,0.29,5885,8.462,0.29,1987,4
Apr-87,Melbourne,Dubai,United Arab Emirates,0,0,0,51,258.897,0,51,258.897,0,1987,4
Apr-87,Melbourne,Frankfurt,Germany,857,401.81,4.216,1265,164.573,12.412,2122,566.383,16.628,1987,4
Apr-87,Melbourne,Hong Kong,Hong Kong,5840,224.786,0.004,2382,422.622,4.644,8222,647.408,4.648,1987,4
Apr-87,Melbourne,Honolulu,USA,1646,50.41,0,1947,117.014,0.236,3593,167.424,0.236,1987,4
Apr-87,Melbourne,Jakarta,Indonesia,88,53.759,0.08,727,152.785,0.256,815,206.544,0.336,1987,4
Apr-87,Melbourne,Kuala Lumpur,Malaysia,1975,82.55,3.801,2590,199.376,0.505,4565,281.926,4.306,1987,4
Apr-87,Melbourne,London,UK,2153,157.099,0.723,3888,61.787,22.962,6041,218.886,23.685,1987,4
Apr-87,Melbourne,Los Angeles,USA,2496,288.57,0,2211,369.633,0,4707,658.203,0,1987,4
Apr-87,Melbourne,Manchester,UK,164,0.001,1.165,316,0.419,0,480,0.42,1.165,1987,4
Apr-87,Melbourne,Manila,Philippines,1565,31.961,0,1717,81.44,0.178,3282,113.401,0.178,1987,4
Apr-87,Melbourne,Muscat,Oman,18,0.2,0,32,19.8,0,50,20,0,1987,4
Apr-87,Melbourne,Nadi,Fiji,2009,14.68,0.133,1919,97.971,1.253,3928,112.651,1.386,1987,4
Apr-87,Melbourne,Nauru,Nauru,65,0.359,0,40,18.798,0,105,19.157,0,1987,4
Apr-87,Melbourne,New York,USA,88,9.734,0,134,5.999,0,222,15.733,0,1987,4
Apr-87,Melbourne,Noumea,New Caledonia,105,0.067,0.017,94,13.126,0.023,199,13.193,0.04,1987,4
Apr-87,Melbourne,Papeete,Tahiti,384,0.052,0,206,71.759,0,590,71.811,0,1987,4
Apr-87,Melbourne,Port Moresby,Papua New Guinea,0,0,0,38,0,0,38,0,0,1987,4
Apr-87,Melbourne,Rome,Italy,791,47.484,0.052,1564,17.856,1.948,2355,65.34,2,1987,4
Apr-87,Melbourne,San Francisco,USA,748,75.069,0,665,201.074,23.952,1413,276.143,23.952,1987,4
Apr-87,Melbourne,Singapore,Singapore,6984,341.43,1.472,7603,674.165,2.802,14587,1015.595,4.274,1987,4
Apr-87,Melbourne,Tokyo,Japan,1227,67.187,7.508,575,66.512,3.821,1802,133.699,11.329,1987,4
Apr-87,Melbourne,Vancouver,Canada,140,2.804,0,90,0,1.473,230,2.804,1.473,1987,4
Apr-87,Melbourne,Wellington,New Zealand,1850,72.383,0.447,1638,103.89,2.055,3488,176.273,2.502,1987,4
Apr-87,Norfolk Island,Auckland,New Zealand,959,8.571,0,862,0.089,0,1821,8.66,0,1987,4
Apr-87,Perth,Abu Dhabi,United Arab Emirates,10,0.1,0,0,0,0,10,0.1,0,1987,4
Apr-87,Perth,Amsterdam,Netherlands,9,0,0,0,0,0,9,0,0,1987,4
Apr-87,Perth,Athens,Greece,50,0,0,36,0,0,86,0,0,1987,4
Apr-87,Perth,Auckland,New Zealand,2712,50.608,0,2453,57.192,0.836,5165,107.8,0.836,1987,4
Apr-87,Perth,Bahrain,Bahrain,30,0,0,23,32.161,0.087,53,32.161,0.087,1987,4
Apr-87,Perth,Bangkok,Thailand,739,12.334,0,878,18.91,0,1617,31.244,0,1987,4
Apr-87,Perth,Belgrade,Yugoslavia,21,0,0,87,0.022,0,108,0.022,0,1987,4
Apr-87,Perth,Bombay,India,65,0.7,0,55,1.8,0,120,2.5,0,1987,4
Apr-87,Perth,Christchurch,New Zealand,0,0,0,334,1.5,0,334,1.5,0,1987,4
Apr-87,Perth,Denpasar,Indonesia,2731,10.118,0,2896,29.287,0.044,5627,39.405,0.044,1987,4
Apr-87,Perth,Frankfurt,Germany,157,0,0,183,1.938,0.01,340,1.938,0.01,1987,4
Apr-87,Perth,Harare,Zimbabwe,467,5.778,0,464,13.796,0.696,931,19.574,0.696,1987,4
Apr-87,Perth,Hong Kong,Hong Kong,2030,40.815,0,2278,73.962,0.001,4308,114.777,0.001,1987,4
Apr-87,Perth,Honolulu,USA,53,0,0,176,0,0.009,229,0,0.009,1987,4
Apr-87,Perth,Jakarta,Indonesia,590,12.45,0,231,53.878,0,821,66.328,0,1987,4
Apr-87,Perth,Johannesburg,South Africa,266,2.762,0,264,4.318,0,530,7.08,0,1987,4
Apr-87,Perth,Kuala Lumpur,Malaysia,3170,78.531,1.26,3502,140.224,0.246,6672,218.755,1.506,1987,4
Apr-87,Perth,London,UK,2239,18.193,0.049,2980,28.309,7.67,5219,46.502,7.719,1987,4
Apr-87,Perth,Los Angeles,USA,74,0,0,0,0,0,74,0,0,1987,4
Apr-87,Perth,Manchester,UK,154,0,0,196,0.114,0,350,0.114,0,1987,4
Apr-87,Perth,Mauritius,Mauritius,49,0.465,0,58,4.896,0,107,5.361,0,1987,4
Apr-87,Perth,Muscat,Oman,1,0,0,14,0,0,15,0,0,1987,4
Apr-87,Perth,Rome,Italy,122,0.069,0,152,0.011,0,274,0.08,0,1987,4
Apr-87,Perth,San Francisco,USA,78,0,0,186,0,2.005,264,0,2.005,1987,4
Apr-87,Perth,Singapore,Singapore,8264,164.819,1.499,9037,665.989,1.679,17301,830.808,3.178,1987,4
Apr-87,Perth,Tokyo,Japan,668,7.746,0,579,30.325,0.479,1247,38.071,0.479,1987,4
Apr-87,Port Hedland,Denpasar,Indonesia,238,0,0,235,0,0,473,0,0,1987,4
Apr-87,Port Hedland,Jakarta,Indonesia,5,0,0,4,0,0,9,0,0,1987,4
Apr-87,Sydney,Abu Dhabi,United Arab Emirates,61,0.2,0,107,101.84,0,168,102.04,0,1987,4
Apr-87,Sydney,Amsterdam,Netherlands,320,9.865,0.071,546,4.804,0.949,866,14.669,1.02,1987,4
Apr-87,Sydney,Apia,Western Samoa,178,1.017,0,183,2.649,0,361,3.666,0,1987,4
Apr-87,Sydney,Athens,Greece,1065,20.337,0,2165,21.34,1.823,3230,41.677,1.823,1987,4
Apr-87,Sydney,Auckland,New Zealand,28984,864.779,9.506,27781,1419.436,31.866,56765,2284.215,41.372,1987,4
Apr-87,Sydney,Bahrain,Bahrain,155,0.747,0.478,116,40.382,1.544,271,41.129,2.022,1987,4
Apr-87,Sydney,Bangkok,Thailand,3733,157.069,0.911,3789,96.646,0.94,7522,253.715,1.851,1987,4
Apr-87,Sydney,Beijing,China,340,13.379,0,607,26.189,0,947,39.568,0,1987,4
Apr-87,Sydney,Belgrade,Yugoslavia,701,58.143,0,1358,4.838,0,2059,62.981,0,1987,4
Apr-87,Sydney,Bombay,India,910,41.501,0,1252,26.365,1.061,2162,67.866,1.061,1987,4
Apr-87,Sydney,Christchurch,New Zealand,8322,226.696,1.503,8098,188.816,2.342,16420,415.512,3.845,1987,4
Apr-87,Sydney,Colombo,Sri Lanka,112,0,0,105,0.196,0,217,0.196,0,1987,4
Apr-87,Sydney,Denpasar,Indonesia,3017,46.813,0,3249,1.365,0.318,6266,48.178,0.318,1987,4
Apr-87,Sydney,Dubai,United Arab Emirates,5,0.514,0,38,119.563,0,43,120.077,0,1987,4
Apr-87,Sydney,Frankfurt,Germany,1073,202.795,6.189,1932,139.17,12.683,3005,341.965,18.872,1987,4
Apr-87,Sydney,Harare,Zimbabwe,739,18.919,0.142,657,13.48,1.063,1396,32.399,1.205,1987,4
Apr-87,Sydney,Hong Kong,Hong Kong,10706,361.986,0.55,10550,586.632,6.696,21256,948.618,7.246,1987,4
Apr-87,Sydney,Honolulu,USA,5983,97.372,0,6627,323.388,0.869,12610,420.76,0.869,1987,4
Apr-87,Sydney,Jakarta,Indonesia,1689,65.811,0.051,1856,196.564,0.579,3545,262.375,0.63,1987,4
Apr-87,Sydney,Johannesburg,South Africa,685,19.311,0,599,28.268,0,1284,47.579,0,1987,4
Apr-87,Sydney,Kuala Lumpur,Malaysia,3096,94.795,6.627,2989,195.237,1.145,6085,290.032,7.772,1987,4
Apr-87,Sydney,London,UK,4036,332.61,1.282,7009,143.347,28.443,11045,475.957,29.725,1987,4
Apr-87,Sydney,Los Angeles,USA,7054,757.352,0,7183,470.745,0,14237,1228.097,0,1987,4
Apr-87,Sydney,Manchester,UK,322,0.3,2.235,474,0.53,0.368,796,0.83,2.603,1987,4
Apr-87,Sydney,Manila,Philippines,3192,83.048,0.294,2482,98.593,1.196,5674,181.641,1.49,1987,4
Apr-87,Sydney,Mauritius,Mauritius,69,1.646,0,89,2.35,0,158,3.996,0,1987,4
Apr-87,Sydney,Muscat,Oman,85,0.3,0,109,41.8,0,194,42.1,0,1987,4
Apr-87,Sydney,Nadi,Fiji,5545,56.237,0,6554,245.494,0,12099,301.731,0,1987,4
Apr-87,Sydney,Nauru,Nauru,66,0.031,0,63,2.306,0,129,2.337,0,1987,4
Apr-87,Sydney,New York,USA,211,23.154,0,296,12.53,0,507,35.684,0,1987,4
Apr-87,Sydney,Noumea,New Caledonia,1548,17.513,0.156,1505,81.903,0.432,3053,99.416,0.588,1987,4
Apr-87,Sydney,Papeete,Tahiti,1297,8.405,0.232,1300,111.581,0.927,2597,119.986,1.159,1987,4
Apr-87,Sydney,Paris,France,283,23.579,0,360,57.642,0,643,81.221,0,1987,4
Apr-87,Sydney,Port Moresby,Papua New Guinea,1706,20.686,3.751,1720,105.64,19.009,3426,126.326,22.76,1987,4
Apr-87,Sydney,Port Vila,Vanuatu,149,0.743,0.059,98,5.035,0.198,247,5.778,0.257,1987,4
Apr-87,Sydney,Rarotonga,Cook Islands,243,0.442,0,186,4.233,0,429,4.675,0,1987,4
Apr-87,Sydney,Rome,Italy,890,68.891,0.31,1336,14.811,1.593,2226,83.702,1.903,1987,4
Apr-87,Sydney,San Francisco,USA,3177,161.49,0,2705,325.038,29.007,5882,486.528,29.007,1987,4
Apr-87,Sydney,Singapore,Singapore,12154,594.827,3.526,13203,813.05,4.441,25357,1407.877,7.967,1987,4
Apr-87,Sydney,Tokyo,Japan,8450,629.434,16.544,10368,672.442,11.557,18818,1301.876,28.101,1987,4
Apr-87,Sydney,Toronto,Canada,473,30.238,0,481,36.986,0,954,67.224,0,1987,4
Apr-87,Sydney,Vancouver,Canada,635,28.99,0,558,28.016,1.31,1193,57.006,1.31,1987,4
Apr-87,Sydney,Wellington,New Zealand,5119,139.905,2.239,5073,231.442,6,10192,371.347,8.239,1987,4
